,Unnamed: 0,property_id,address,property_name,description,num_bedroom,num_bathroom,area_size,price,transaction_type,property_type,parking,laundry,furnished,pet_friendly,latitude,longitude,build_year,smoking_allowed,air_conditioning,hardwood_floors,balcony
2,2,7002,"19330 26A Avenue Edmonton,  AB T6M 1L2","19330 26A Avenue Edmonton,  AB T6M 1L2","Welcome to the Uplands at Riverview! This STUNNING Daytona built 2 storey is over 1700 sq.ft. with a double detached garage. Home features 3 spacious bedrooms, office on the lower level, 2.5 luxurious bathrooms with upper level laundry. Incredible upgrades throughout. Featuring 9 foot main floors, mudroom with custom organizer, S.S. appliances, quartz counters, large central island, abundance of kitchen cabinets and high end laminate flooring. Large primary suite with enhanced walk-in closet, spa-like ensuite with dual vanities. Custom window blinds and fully landscaped. Edmonton's new and upcoming neighbourhood surrounded by ponds, walking trails and shopping. For more details please visit the REALTOR's  Website.",3,3.0,1708,"519,900",Buy,House,covered,in_suite,False,True,53.458643,-113.657722,2022,False,True,True,True
3,3,7003,"11402 81 Street Edmonton,  AB T5B 2R6","11402 81 Street Edmonton,  AB T5B 2R6","Attention First Time Home Buyers or Investors! A diamond in the rough, gorgeous character home with second kitchen in the basement for revenue potential! Featuring stepped ceilings, crown moulding, wide baseboards & trim, newer kitchen countertops, laminate, ceramic & bright fresh paint throughout the main floor. Both 4 pce bathrooms are newer and the primary bedroom has a 2 pc ensuite! Recent upgrades include plumbing, electrical & furnace! This raised bungalow with newer large basement windows allow plenty of natural light throughout. The basement stairs have also been replaced with a separate entrance to the shared laundry area. Beautifully landscaped and completely fenced with chain link, deck & firepit. Centrally located close to transit, LRT & shopping in a neighborhood that is redeveloping. You can afford your own home with a nice yard and double garage for the same price as a condo with NO CONDO FEES! A must to see!",5,3.0,991,"250,000",Buy,House,garage,in_suite,False,True,53.564808,-113.465888,1923,False,False,True,False
4,4,7004,"Address Withheld Edmonton,  AB T5T 4B2","Address Withheld Edmonton,  AB T5T 4B2","An unbelievable opportunity to build some sweat equity in this massive two-storey home backing onto the Lewis Estate Golf Course! Walk through the front door and you will be blown away by the front to back sight-lines, high-end finishings, and huge living areas. The entry way has a high vaulted ceiling with den/formal dining adjacent. Living room is spacious and bright - the perfect place to entertain friends or relax with family. Kitchen is a chef's dream with stone countertops, centre island, warm & rich toned cabinetry and more! Good sized dining nook provides access to south-east facing backyard right on the golf course! Primary bedroom on the upper level features 5pce ensuite and walk-in closet. Two additional bedrooms, bonus room and 4pce main bath round out the upper level. Basement is fully finished with rec room, family room, 2 additional bedrooms, another full bathroom and large storage rooms! ADDITIONAL FEATURES: Double attached garage, 2pce powder room, walk-thru pantry, and much more!",5,4.0,2816,"699,900",Buy,House,garage,shared,False,True,,,2011,False,False,True,False
5,5,7005,"11829 42 Street Edmonton,  AB T5W 2N3","11829 42 Street Edmonton,  AB T5W 2N3","Great investment opportunity! Perfect for the first time home buyer or an investor looking to add their portfolio. Zoned RF3 50x124 lot. Close to all amenities. This unique bungalow is located in the mature neighbourhood of Beacon Heights. Upstairs features an open concept kitchen, breakfast nook, dining area and living room. Den on the mainfloor could be used as an office, TV room or add a closet and convert it back into a bedroom. Downstairs has been set up as two bedrooms plus a storage area. Can easily be converted into a basement suite.  24x24 detached double garage wired for welders, with room for extra parking or RV. Endless options and opportunities for this stunning home! Don't miss your chance!",2,1.0,635,"179,900",Buy,House,underground,in_suite,False,True,53.571624,-113.405715,1948,False,True,False,True
6,6,7006,"4908 205 Street Edmonton,  AB T6M 2Z8","4908 205 Street Edmonton,  AB T6M 2Z8","Welcome to this meticulously maintained original owner home in \u0022The Hamptons\u0022.  This gorgeous 1585 SQ FT bungalow offers an open concept living area with vaulted ceilings and large windows with new blinds, offering an abundance of natural light.  The spacious kitchen offers granite counter tops, under cabinet lighting, stainless steel appliances, pantry and plenty of cabinet and counter space.  Cozy up next to your gorgeous floor to ceiling stone fireplace in the large living room.  The primary bedroom retreat has walk in closet and spa like ensuite bathroom. There is an additional bedroom and den on the main floor and don't forget about main floor laundry.  Step outside to your almost 8800SF, private, south facing backyard oasis which backs onto a walking path.  There is plenty of privacy and room to entertain.  The basement is open for development.  Conveniently located within walking distance to schools, close to amenities, public transport, the Anthony Henday and the Whitemud.",2,2.0,1585,"599,900",Buy,House,covered,shared,True,True,53.485865,-113.674849,2006,False,False,False,False
7,7,7007,"12406 90 Street Edmonton,  AB T5B 3Z8","12406 90 Street Edmonton,  AB T5B 3Z8","Welcome to this very well kept Bungalow in the HEART of Delton 2 bdrm, 1 bath, 570sqft bungalow home that's perfect for a first time home buyer or as a great rental property. This home has been very well cared for and includes many recent Upgrades; High Efficiency furnace (2014) Hwt 50gal. (14), newer house Shingles, Eaves Troughs w/ leaf protection guard, Windows (2015), Front & Back Doors with Screens, Sump Pump, Electrical Panel 100 amp, Attic Insulation R-50 (2015) & much more. Basement has plenty of storage extra space. The yard is fully fenced and the superb landscaping truly enhances the enjoyment of the home. Recent paved back lane & access to the functional garage w/ brand new shingles (July~2023) & RV parking. Also a great 10x12 storage shed. Located on a quite road with no through traffic ~ Delton Elementary is easily walkable Quick access to Public Trans,LRT, Park, Nait, Kingsway Mall & Downtown! (City sidewalk Improvement tax has been fully prepaid) This home really has a pride of ownership.",2,1.0,570,"224,900",Buy,House,outdoor,in_suite,False,True,53.580108,-113.479989,1946,False,True,False,True
8,8,7008,"9943 89 Avenue Edmonton,  AB T6E 2S6","9943 89 Avenue Edmonton,  AB T6E 2S6","LOCATING, LOCATION, LOCATION this Charming & Character bungalow is located in the beautiful and desirable community of Old Strathcona. Close to the river valley, walking, and bike trails. Spacious living room with original antique fireplace. The basement suite features a living room, kitchen, bedroom, and 3-piece bath. Fenced, South-facing backyard with deck. Ready for loft development, there is only one thing left to say WELCOME HOME!",3,2.0,1034,"479,900",Buy,House,outdoor,in_suite,False,True,53.524293,-113.488084,1933,False,True,False,True
9,9,7009,"12228 51 Street Edmonton,  AB T5W 3H2","12228 51 Street Edmonton,  AB T5W 3H2","This renovated fully finished bungalow is ready for its new owner! Walk in to the large living room where you will first see the the updated vinyl plank flooring. The main floor has all newer windows, new flooring, and a kitchen makeover. Three bedrooms and a full 4 piece bathroom make the main floor perfect for any family. The open finished basement has a huge family room, bedroom, laundry room, large 3 piece bathroom and has the space to add another bedroom if needed.  The beautiful landscaped backyard is fully fenced. The fire pit area is already set up and has large trees keeping it private. The double detached garage has back alley access and has a large parking pad for additional space. Beat the summer heat this house has A/C!",4,2.0,954,"289,900",Buy,House,garage,in_suite,False,True,53.577688,-113.420289,1958,False,True,True,True
10,10,7010,"21224 92 Avenue Edmonton,  AB T5T 0W6","21224 92 Avenue Edmonton,  AB T5T 0W6","Drive by 21224-92 Ave in Suder Greens and look at your new home! Spacious living room, with a large kitchen and dining area. The kitchen over looks the back. This home has a 19X19 double detached garage and there is still a large yard to play in! The upper level has a gorgeous master bedroom, with a 3 piece ensuite and a walk in closet...plus...2 more spacious bedrooms and a 4 piece bath. Awesome location...with easy access to the Anthony Henday, Whitemud, public transportation and shopping!",3,3.0,1341,"415,000",Buy,House,outdoor,shared,True,True,53.526408,-113.685028,2006,False,True,False,False
11,11,7011,"13845 110A Avenue Edmonton,  AB T5M 2N1","13845 110A Avenue Edmonton,  AB T5M 2N1","Another Quality Build By AAVIAN HOMES LTD!!!!  1,787 SQFT, 3 Bedroom , 2 1/2 bathrooms, laundry upstairs, huge windows for bright light through out the house, Hardwood on main floor, carpet upstairs with ceramic tiles in the bathrooms, upgraded kitchen, lots of upgrade with plumbing and electrical fixtures, deck. SIDE ENTRY for basement. 2,5& 10 yrs warranty.",3,3.0,1787,"659,900",Buy,House,outdoor,in_suite,False,True,53.558127,-113.562919,2023,False,True,True,True
0,0,8000,"4828 Ada Boulevard Edmonton,  AB T5W 4N1","4828 Ada Boulevard Edmonton,  AB T5W 4N1","Presenting a magnificent 5 bedroom two-story home on Ada Boulevard, offering three levels of quality living space. Nestled just steps away from the breathtaking river valley trails, this property promises an active lifestyle. The kitchen boasts high-end stainless steel appliances, elegant granite countertops, and a convenient deep sink with a spray faucet. The living room offers plenty of natural light and a fantastic wood-burning fireplace, which you can see from the dining room table. Upstairs, you'll find 4 bedrooms, balconies overlooking meticulously landscaped yards. The basement offers a large rec room and play area to enjoy quality family time. The backyard is a haven of leisure, complete with a built-in brick barbecue for delightful gatherings and an environmentally conscious clothesline. Additional amenities include a storage shed, a large rear driveway that fits 2 cars.",5,3.0,2012,"499,999",Buy,House,covered,shared,True,True,53.566065,-113.417024,1968,False,True,False,False
1,1,8001,"634 Wolf Willow Road Edmonton,  AB T5T 1K7","634 Wolf Willow Road Edmonton,  AB T5T 1K7","The wait is over for the home with the backyard HEATED POOL! Welcome home to this approx 1950 Sq/Ft 3+2 bedroom & 3 bathroom very well maintained bungalow in the wonderful neighbourhood of Westridge! You will be greeted by a large foyer, huge living room w/ updated large living room window, dining room, large kitchen featuring a breakfast nook and pass-through to sunroom. Large family room with brick facing fire-place, cedar-lined sun-room to transition to backyard, 3 large main floor bedrooms including a master bedroom with 4pc Ensuite, & an additional 4pc bathroom complete the main floor. Downstairs is partially finished w/ 2 additional bedrooms, a 3pc bath, and a large recreation area with fireplace. The backyard is stunning and features a large heated pool, gazebo, & pool deck. Updates over the years incl. roof (2009), driveway (2018) and garage concrete pad (2018), pool liner (2021), furnace (2017), HWT (2019), Skylights-2 (2011), Pool Deck (2010) and many more. Minutes to schools, Henday and WEM!",5,3.0,1957,"599,900",Buy,House,garage,shared,True,True,53.50575,-113.5995,1975,False,True,False,False
2,2,8002,"5377 Lark Landing Edmonton,  AB T5S 0S2","5377 Lark Landing Edmonton,  AB T5S 0S2","Welcome to The Affinity - A walk-out home by Sterling Homes. The inviting foyer leads to a convenient 1/2 bath and a den. The open concept design seamlessly integrates the nook, great room, and kitchen. The highly functional U-shaped kitchen features quartz countertops (found throughout the home), an island with a flush eating ledge, a microwave shelf, a full-height tiled kitchen backsplash, a chimney-style hood fan, a Silgranit sink, plenty of cabinets with soft-close doors and drawers, 42\u0022 uppers with crown moulding, a cabinet pantry, and elegant pendant & SLD recessed lighting. The great room with a fireplace flows into the nook and kitchen, adorned with large windows and a door to the backyard. The bright primary suite offers a an ensuite with double sinks, a stand-up shower with glass doors, and a substantial walk-in closet. Additional features include a convenient bonus room, a laundry area, and three more cozy bedrooms with ample closet space. *Photos are representative*",4,3.0,2005,"544,900",Buy,House,garage,shared,True,True,53.580683,-113.694669,2023,False,True,True,False
3,3,8003,"3040 17 Avenue Edmonton,  AB T6T 0R9","3040 17 Avenue Edmonton,  AB T6T 0R9","Welcome to the beautiful community of Laurel,This half duplex with a finished basement offers a comfortable and functional living space for you and your family. Upon entering the main floor, you'll be greeted by a thoughtfully designed layout. The main level features a convenient Half Bath, a well-appointed kitchen with modern appliances, a cozy family area, and a delightful dining nook. Stepping outside, you'll discover a fully fenced backyard with a finished deck, providing a perfect spot for outdoor gatherings, barbecues, and relaxation. Additionally, the rear of the property boasts an oversized double garage finished with epoxy. Upstairs, you'll find the master bedroom with spaciousness walk-in closet and 3-piece ensuite. there are two more generously sized bedrooms on this level along with 3 Pc Common Washroom. In Basement, You'll Find a theatre room, another Bedroom with 3 Pc Bath and Laundry Room.",4,4.0,1270,"419,900",Buy,House,garage,in_suite,False,True,53.444659,-113.387289,2014,False,True,False,False
4,4,8004,"19132 22 Avenue Edmonton,  AB T6J 5R4","19132 22 Avenue Edmonton,  AB T6J 5R4","Introducing The Sansa by Sterling Homes. Step into the inviting foyer, complete with a convenient coat closet, leading to a cozy great room filled with natural light streaming through the large front window. The open concept dining area adds to the spacious feel of the home. The kitchen is a chef's dream featuring quartz countertops throughout, an over-the-range microwave, a 4\u0022 quartz backsplash, an island with a flush eating ledge, and a Silgranit sink with beautiful views out the window above. Ample Thermofoil cabinets with soft-close doors and drawers, including a pantry, provide excellent storage options. Conveniently located near the rear entry, the 1/2 bath leads to a surprisingly spacious backyard. Upstairs, you'll find an open loft area and an upper floor laundry area for added convenience. The bright master bedroom offers a substantial walk-in closet and ensuite with a tub/shower combo. Cozy second and third bedrooms with ample closet space complete the upper level. *Photos are representative*",3,3.0,1477,"439,900",Buy,House,garage,in_suite,False,True,53.456127,-113.651707,2023,False,False,True,False
5,5,8005,"322 Watt Boulevard Edmonton,  AB T6X 1X7","322 Watt Boulevard Edmonton,  AB T6X 1X7","Welcome to this beautifully maintained half duplex in the community of WALKER. It has over 1800 sqft of developed living space with quality finishings. The main level welcomes you with a large foyer, and hardwood flooring throughout main floor. The kitchen features granite countertops, stainless steel appliances, a small office space tucked away off the kitchen as well as an eat up island. Completing this floor is a nice sized living room and breakfast nook, along with a convenient half bath. Upstairs you'll find the primary bedroom large enough to fit a king sized bed with walk-in closet and 3pc ensuite. 2 more good sized bedrooms and a 4pc bathroom round out this floor. Venture down to the fully finished basement where you'll have a large bedroom, family room and one more 4pc bathroom! Outside you'll find a good sized deck, the yard fully fenced and landscaped and a heated double detached garage. Located just minutes away from parks, walking paths and all major amenities!",4,4.0,1427,"404,000",Buy,House,garage,shared,True,True,53.420797,-113.424645,2015,False,True,False,False
6,6,8006,"429 Pawson Cove Edmonton,  AB T5T 5Y9","429 Pawson Cove Edmonton,  AB T5T 5Y9","Welcome to this custom-built and impeccably cared for bungalow features 4 bedrooms and 3 full bathrooms and is on a beautiful corner lot in the community of Potter Greens. Is golf your game? This community is built-in along the Lewis Estate Golf course. Large south windows provide a great amount of natural light with a view of the golf course from your kitchen. This large floorplan hosts 2 bedrooms on the main floor, a laundry room with garage access. Thoughtful storage in the heated garage, with hot and cold taps, drains & yard access. Basement is finished with 9ft ceilings, 2 bedrooms, full bath, wet bar, tons of storage & a huge living area w/a stunning pool table. Original owners have diligently cared for this property, UPDATES: ROOF, NEW FURNACE, HWT, and more. The LOW-MAINTENANCE YARD, includes an IRRIGATION SYSTEM, COMPOSIT DECK, stone details, fountain, and RV PARKING and a POWERED SHED. Make your move to Potter Green.",4,3.0,1776,"619,900",Buy,House,covered,in_suite,True,True,53.516625,-113.66877,1994,False,False,True,True
7,7,8007,"781 Wells Wynd Edmonton,  AB T6M 2J8","781 Wells Wynd Edmonton,  AB T6M 2J8","Wedgewood! Great location backing on to green space on a generous pie shaped lot. This is a larger 2 storey home with 3 bedrooms up & 3 bedrooms in the finished basement plus a den on the main floor. 4 bathrooms. Living rm. plus Family rm. & a Recreation rm. Approx. 120,000. in renos were done. New Kitchen, New Flooring, New Water Lines, High Eff. Furnace, On Demand Hot Water System, New Garage Door & Premium Opener, Stainless Steel Appliances, Quartz Counters and renovated Bath rooms are just some of the renos and upgrades. The finished basement has a second kitchen. Perfect for some independent living needs. You will love the Central Air Conditioning!  A Pond, Stamped Patio & Children's Sand box in the private back yard complete this wonderful property .",7,4.0,22,"659,900",Buy,House,underground,shared,True,True,53.478715,-113.651009,1990,False,False,True,False
8,8,8008,"1816 Collip View Edmonton,  AB T6W 1A8","1816 Collip View Edmonton,  AB T6W 1A8","Introducing The Elena F by Bedrock Homes. The side entryway is thoughtfully prepared for feature development, providing versatility and potential rental income. Step into the great room and be mesmerized by the electric fire and ice linear fireplace, complete with a timer and color control for the perfect ambiance. The recessed HDMI box above the fireplace ensures easy TV mounting and cable management. Gorgeous quartz countertops adorn the entire home while the modern, contemporary low-maintenance kitchen boasts 41\u0022 upper cabinets that reach up to the ceiling, providing ample storage space and a sleek aesthetic. Follow the beautiful spindle railing upstairs, and you'll discover the oasis of the master ensuite and large bonus room, 2 more cozy bedrooms and a laundry area for convenient shore time.",3,3.0,2148,"599,000",Buy,House,covered,in_suite,False,True,53.409908,-113.517522,2023,False,True,False,True
9,9,8009,"13916 107A Avenue Edmonton,  AB T5L 2H7","13916 107A Avenue Edmonton,  AB T5L 2H7","Located in the heart of prestigious North Glenora & situated on a quiet street just a short distance from Edmonton's Downtown core, this custom built 2 Storey infill by award winning home builder, North Pointe Homes, is available for pre-sale! Featuring nearly 2,200 Sq Ft of finished living space, with the opportunity to develop the basement, this non-skinny home has been thoughtfully engineered & curated for a family's lifestyle or for those that love to entertain. Generously positioned on an oversized lot, this central infill will sit at 24' wide with 10ft main floor ceilings, floor to ceiling windows & a double detached garage. This home is complete with 3 sizeable bedrooms upstairs and an abundance of natural light throughout. Build your dream home with the opportunity to choose from preselected layouts and finishes or customize all interior and exterior finishings by tailoring your own bespoke floor plan in one of the most sought after communities in Edmonton!",3,3.0,2136,"924,900",Buy,House,underground,shared,False,True,53.55185,-113.563097,2023,False,True,False,True
10,10,8010,"7207 139 Avenue Edmonton,  AB T5C 2M3","7207 139 Avenue Edmonton,  AB T5C 2M3","Welcome to this BEAUTIFULLY UPDATED bungalow located in the wonderful Kildare community! As you enter the home, you'll be immediately be WOWED by the CRISP, CLEAN feel! The SPACIOUS living area is packed with NATURAL LIGHT from the PICTURE WINDOW & has a UNIQUE FEATURE WALL for added character! FORMAL DINING AREA backs onto living area & leads to the GORGEOUS kitchen complete with AMPLE CUPBOARD SPACE & BRIGHT WHITE APPLIANCES! There is also a 2nd dining area in the kitchen! Down the hall you'll find a 4PC bath as well as the LARGE PRIMARY BEDROOM with WALK-IN CLOSET & ENSUITE & TWO ADDITIONAL BEDROOMS! Make your way to the FULLY-FINISHED BASEMENT to find a MASSIVE RECREATION ROOM which also has a TRENDY FEATURE WALL, & a 4th BEDROOM, & LAUNDRY! Backyard is FULLY FENCED and hosts an AMAZING COVERED PATIO DECK to enjoy our GORGEOUS summer days as well as a SHED for storage! You'll also have a SINGLE GARAGE ATTACHED for your vehicle. Located on a QUIET street & close to schools, shopping, & MORE!",4,2.0,1225,"335,900",Buy,House,outdoor,shared,True,True,53.601532,-113.45288,1967,False,True,True,True
11,11,8011,"11648 167A Avenue Edmonton,  AB T5X 6J5","11648 167A Avenue Edmonton,  AB T5X 6J5","FANTASTIC FAMILY HOME! This spacious 2 storey in desirable Canossa is absolutely picture perfect! FULLY RENOVATED throughout, featuring 3 bedrooms, 3 bathrooms, quality new flooring, modern lighting, designer accents & an open floor plan. The bright entrance leads to a big living room, you will notice immediately the large windows flooding the home with sunlight. The kitchen has a huge island with eat-up breakfast bar, double sink, elegant pendant lighting, pantry & plenty of counterspace. The dining area has a garden door to the backyard and deck. The main level is completed with a mud room and bath.  Upstairs are 3 generous bedrooms & family bathroom, the primary bedroom has a big walk in closet with window and a luxury ensuite with glass shower. The basement has a massive family room offering lots more living space. The exterior has fantastic curb appeal with a charming traditional veranda & gorgeous apple tree. The fully fenced backyard with deck has lots of room for a future garage.  WELCOME HOME!!!",3,3.0,1446,"369,900",Buy,House,garage,in_suite,False,True,53.62949,-113.525975,2005,False,True,False,True
0,0,9000,"9734 88 Avenue Edmonton,  AB T6E 2P9","9734 88 Avenue Edmonton,  AB T6E 2P9","Experience the enchantment of this 1626 square foot two-story home, nestled in an extraordinary location steps from Tubby Bateman Park and Millcreek Ravine. The house is full of charm and character and offers exceptional value. It provides a sun-drenched front porch, a bright kitchen with crushed glass countertops, & a high-end gas stove. Two main floor living spaces and a main floor bedroom/office. Three bedrooms upstairs with a 3-piece bath. In the partial basement is an upgraded HE furnace & second bathroom. The home offers an exceptional opportunity to add value by upgrading and renovating the house or building a garden suite to embrace multi-generational living or income opportunities. Seize the chance to craft a life of wonder and excitement in this remarkable property!",4,2.0,1627,"399,900",Buy,House,outdoor,in_suite,False,True,53.52358,-113.481298,1900,False,False,False,False
1,1,9001,"13311 72 Street Edmonton,  AB T5C 0R3","13311 72 Street Edmonton,  AB T5C 0R3","This home has a great layout, and has been loved and cared for over the years. With almost 1100sf, the main floor provides lots of living space with a large living and dining room, 3 spacious bedrooms, and a full bath. Head downstairs past the SEPARATE ENTRANCE, and you will find a large family room, and another full bath. This well designed basement also provides 2 additional bedrooms, and a storage/laundry room. Did we mention the large lot and garage? Having a laneway on two sides, allows easy access for parking vehicles, toys and trailers. The 20'x24' garage provides a great workspace as well as additional storage. SHINGLES (2020), HWT (2023)This home is conveniently located, close to shopping, parks, and good access to LRT. *Virtual staging used in some photos*",5,2.0,1083,"324,900",Buy,House,underground,shared,False,True,53.594434,-113.452087,1965,False,False,True,True
2,2,9002,"8314 158 Avenue Edmonton,  AB T5Z 2P4","8314 158 Avenue Edmonton,  AB T5Z 2P4",3 bedroom/2.5 bath 1645 sq. ft. 2 Storey in the desirable community of Belle Rive.  Located on quiet street with fenced yard and double detached garage.,3,3.0,1645,"350,000",Buy,House,outdoor,in_suite,False,True,53.618674,-113.469037,1988,False,True,True,True
3,3,9003,"4851 Kinney Road Edmonton,  AB T6W 2J2","4851 Kinney Road Edmonton,  AB T6W 2J2","The Lakeview by Excel Homes offers the versatility that you are looking for. Greeting your entrance, a main floor bedroom with closet space and full bath and at the rear of the main floor is an open-concept layout, including an L-shaped island kitchen, a sunny dining nook, and a great room that can accommodate guests a friends. Just above the stairwell, your family will love the getaway bonus room living space on the second floor. Directly in between the bonus room lies the three bedrooms and a handy laundry room location making the weekly chores a breeze. The primary bedroom has a spacious 4-piece ensuite and walk-in closet, offering optional upgrades. This home is under construction with an Fall 2023 completion. *Photos are representative*",3,3.0,1936,"574,900",Buy,House,garage,shared,True,True,53.415733,-113.626376,2023,False,True,True,True
4,4,9004,"10116 71 Street Edmonton,  AB T6A 2V5","10116 71 Street Edmonton,  AB T6A 2V5","This 1200 sq ft bungalow with West exposure has a ton of potential with a total of 7 bedrooms, huge country kitchen, upgraded windows, shingles, 24 x 22 double garage and walking distance to many services and the ravine.",7,2.0,1214,"340,000",Buy,House,covered,shared,False,True,53.54184,-113.437262,1958,False,True,True,False
5,5,9005,"4720 13 Avenue Edmonton,  AB T6L 4A3","4720 13 Avenue Edmonton,  AB T6L 4A3","Fantastic 4 level split in Crawford Plains with 4 bedrooms, 3 bathrooms and a Double Attached Garage. The main floor living room feature's a vaulted ceiling, the kitchen has a large nook area, new countertops and backsplashes, with door to the backyard and deck. The upper level has 3 bedrooms, the primary bedroom has a 3 Piece ensuite, new 4 piece main bathroom. The lower level has a second living room, and a 4th bedroom and 3 piece bathroom to service. The basement is partially developed. Amazing large backyard to be enjoyed all year long. This is a must see!",4,3.0,1127,"379,649",Buy,House,garage,in_suite,True,True,53.443292,-113.411887,1989,False,False,False,False
6,6,9006,"10803 125 Street Edmonton,  AB T5M 0L5","10803 125 Street Edmonton,  AB T5M 0L5","Welcome to the Westmount Architectural Heritage District! This 4 bed + 2 bath character home awaits its new owner. Walk up to your front veranda and screened in porch to be met at your front door with lovely hardwood floors and entrance way. Your spacious living room will invite guests in and give you plenty of space to entertain loved ones. Through the arched doorway you'll find your dining room, where you can talk about your day around the dinner table with family. A cozy fireplace in the family room is the perfect spot for game night. Enjoy cooking in your sizeable kitchen! Upstairs, you'll find 4 bedrooms + bath. You can enjoy morning coffee 2nd floor east facing balcony that is surrounded by mature trees. Outside you can tend to your private Japanese Garden, equipt with a tea house and enjoy the many perennials! Just steps away from the heart of 124 Street - home to some of the city's best restaurants, shops, and schools - this beautiful character home is not to be missed.",4,2.0,1666,"649,900",Buy,House,outdoor,shared,True,True,53.552686,-113.537417,1925,False,False,True,True
7,7,9007,"1545 37A Avenue Edmonton,  AB T6T 0E2","1545 37A Avenue Edmonton,  AB T6T 0E2","Beautiful Detached Bi-level home in community of Tamarack. Very well maintained home. Open concept Bright Living room, elegant kitchen and dinning area. Primary bedroom with ensuite. Two More bedrooms and full bathroom . Basement with 2 bedrooms, kitchen and full bathroom. Close to shopping and other amenities. 5 min walking distance to Meadow Rec Centre . Easy access to Whitemud drive/ Anthony Henday & 17 St. Walking distance to Blair Mcpherson School Grade K-9.",5,3.0,1389,"550,000",Buy,House,underground,shared,True,True,53.472764,-113.366784,2007,False,False,True,False
8,8,9008,"13135 36 Street Edmonton,  AB T5A 5C7","13135 36 Street Edmonton,  AB T5A 5C7","Welcome to this beautiful AIR CONDITIONED & COMPLETELY RENOVATED 4 level split nestled in the quiet community of Belmont that is perfect for the young family or savvy investor. With its spacious interior living area & fantastic features, this home offers the perfect combination of comfort & style. Bright & airy, this home boasts an abundance of natural light that floods the living spaces. Situated on a generous corner lot, this home provides a sense of privacy & ample space for all your outdoor activities. With 3 generous sized bedrooms, a rec room, family room, and living room this home has the space to fulfill your needs. Have peace of mind with your roof, which was replaced 7 years ago. Enjoy easy access to all the amenities the neighbourhood has to offer, like being steps away from Belmont School (your kids can easily & safely walk to school), Belmont Park, & quick access to get to the Yellowhead or Henday. Complete with a double garage this home has nothing left to do but move in. WELCOME HOME!!!",3,2.0,934,"409,900",Buy,House,outdoor,in_suite,True,True,53.592152,-113.395896,1997,False,True,True,True
9,9,9009,"11824 58 Street Edmonton,  AB T5W 3W7","11824 58 Street Edmonton,  AB T5W 3W7","Lovely 3-bedroom raised bungalow with 1150 sq ft. Perfect for a family or Investor. The living room is filled with natural light from the bay window. Numerous upgrades, including carpets, laminate flooring, ceramic tile, paint, kitchen countertops, maple cabinets, toilets, sinks, shingles, steel fence, aluminum capped windows, and fresh grass. Basement boasts an in-law suite with a potential for 2 bedrooms, a kitchen, and a bathroom. Stainless steel appliances are included. Enjoy an oversized SINGLE garage. Conveniently located near schools and buses.  Recent updates: Roof replaced in 2023, basement bathroom renovated in 2023, kitchen redone in 2017, upstairs bathroom remodelled in 2017, and new carpet installed in 2022.",4,2.0,1108,"299,000",Buy,House,outdoor,shared,False,True,53.570895,-113.430993,1975,False,False,False,True
10,10,9010,"1432 Howes  Cr Edmonton,  AB T6W 4G5","1432 Howes  Cr Edmonton,  AB T6W 4G5","BRAND NEW almost 3000 sqft stucco covered home located in the sought after JAGARE RIDGE community of Edmonton. This home is sure to wow you with a grand open to above entrance, 20 ft high ceilings throughout, 8 ft high doors, luxury upgrades such as coffered ceilings, modern lighting, custom showers, glass railings, huge windows and closet organizers. Spacious main KITCHEN fits a double door fridge, a large island with built-in shelving and custom cabinetry. SPICE KITCHEN is also included with entrance to the mud room. The MAIN floor has a BEDROOM/OFFICE + a FULL BATH. Upstairs is your grand master bedroom with a huge 5 pc ensuite, 2 additional bedrooms with a Jack and Jill bathroom, BONUS ROOM, built-in WORKSTATION. The master bedroom has a custom made oversized walk-in closet. SEPARATE ENTRANCE to the basement and exposed aggregate front driveway.",3,3.0,2963,"872,000",Buy,House,underground,shared,True,True,53.415888,-113.574405,2023,False,False,False,True
11,11,9011,"988 175 Street Edmonton,  AB T6W 1Z8","988 175 Street Edmonton,  AB T6W 1Z8","Fully loaded and ready to be your new home, this beautiful property is now for sale and offers Buyer's so many great features. Floorplan was the best floor plan of its day offering 3 bedrooms, den on main floor, open to below in the living room and an upstairs bonus room/loft. Original owner home selected every option available when originally built from the builder. Upgrades were done through out the home including kitchen cabinets, flooring, garage drain with water taps, 9 ft ceilings on the main and CENTRAL AIR. The home has great features that make it feel very grand and special compared to a lot of the competition on the market. Beautiful chandelier in the living room with 19' ceilings complimented by a stone faced fireplace with built in shelving. The master bedroom ensuite also features a soaker tub, glass shower, make up vanity and lots of storage. The home is located on the entrance of a small culdesac with a traditional lot (no zero) in the community of South Windermere.",3,3.0,1991,"550,000",Buy,House,underground,in_suite,True,True,53.424165,-113.622654,2012,False,True,False,True
